"date","plot_match","lon","lat","wind_speed_mean","lai_high_mean","lai_low_mean","temp_mean","max_temp","min_temp","vpd_mean","surf_net_sol_sum","surf_net_sol_clear_sum","top_net_sol_sum","top_net_sol_clear_sum","cloud_mean","precip_sum","CLYPPT_M_sl1_1km_ll","CLYPPT_M_sl7_1km_ll","SLTPPT_M_sl1_1km_ll","SLTPPT_M_sl7_1km_ll","SNDPPT_M_sl1_1km_ll","SNDPPT_M_sl7_1km_ll","ORCDRC_M_sl1_1km_ll","ORCDRC_M_sl7_1km_ll","CECSOL_M_sl1_1km_ll","CECSOL_M_sl7_1km_ll"
2016-08-13,"MAR-030",36.624573,-15.317267,0.957914274211703,2.01113891958586,1.55248688891117,292.815623688079,298.915804566467,285.746443920966,-0.0988030821021739,8737636.48897502,9764294.0178536,11956301.5816764,12897273.6403339,0.187742562271426,6.3591870169688e-07,25,36,11,10,65,54,2,2,13,12
2016-08-14,"MAR-030",36.624573,-15.317267,2.10029307457773,2.00858299266974,1.54991327909519,293.911851979185,300.620834498906,286.786047618662,-0.129352344295882,9169627.9065509,9758509.29894862,12401749.8789312,12976145.0750004,0.192330581539072,0,25,36,11,10,65,54,2,2,13,12
2016-08-15,"MAR-030",36.624573,-15.317267,2.17666605471762,2.00711737278207,1.54836707873145,295.544688703994,301.005262012257,287.024543183247,-0.140940097830264,7835488.34816047,9783438.39714342,11086625.7320129,13041919.4413807,0.511987599123088,0,25,36,11,10,65,54,2,2,13,12
2016-08-16,"MAR-030",36.624573,-15.317267,3.51144987514342,2.00689175421698,1.54803139049458,295.103040238501,300.743539447385,289.700217877616,-0.115804277738761,6927062.00296034,9746940.49983978,10301152.4555873,13117589.3037096,0.461155702724836,2.13329201151531e-05,25,36,11,10,65,54,2,2,13,12
2016-08-17,"MAR-030",36.624573,-15.317267,4.35388582683492,2.00665723086913,1.54769570225771,293.965428573463,299.579220009802,289.075159671016,-0.0954503502106889,8205061.26684266,9821736.04284864,11553742.6383654,13170610.4905925,0.291377372214508,5.11246736945026e-07,25,36,11,10,65,54,2,2,13,12
2016-08-18,"MAR-030",36.624573,-15.317267,3.96601406521106,2.00643849726613,1.54736001402085,293.486033191442,299.249486855024,288.403676954591,-0.0954631289946856,8560204.09723346,9923477.52832924,11861755.4880747,13219322.6228007,0.271609977670283,0,25,36,11,10,65,54,2,2,13,12
2016-08-19,"MAR-030",36.624573,-15.317267,2.11465308325256,2.0062030737538,1.54703941514219,293.492773639793,299.976446239544,287.437838324,-0.104071762854179,9909146.03927792,10027865.429875,13156827.5491127,13271547.6521447,0.0687338185850386,0,25,36,11,10,65,54,2,2,13,12
2016-08-20,"MAR-030",36.624573,-15.317267,1.35103049349311,2.0060069200137,1.54673824950907,295.393668770735,301.953609391869,287.25860733452,-0.125723607529916,9556631.09871363,9999928.51039934,12887522.2701235,13349425.0823249,0.249766021190342,0,25,36,11,10,65,54,2,2,13,12
2016-08-21,"MAR-030",36.624573,-15.317267,1.48303929946495,2.00575444118644,1.54637683572331,297.130645244204,302.266412525166,290.064762755501,-0.153809535372075,8822365.33239742,10014875.6321243,12249821.2601285,13419616.6938794,0.375913661819236,0,25,36,11,10,65,54,2,2,13,12
2016-08-22,"MAR-030",36.624573,-15.317267,1.42177192872379,2.00557262907351,1.54604940341811,297.612543111716,303.177826684469,289.373694736365,-0.165124714760704,9931739.95342804,10106733.5479835,13302222.7692308,13473011.6576381,0.153768584784256,0,25,36,11,10,65,54,2,2,13,12
2016-08-23,"MAR-030",36.624573,-15.317267,3.4926901433332,2.00532804480821,1.54569240244071,296.503093900846,304.297532741287,290.492557848062,-0.148082096384747,9989268.52242382,10245687.6177804,13248966.8294142,13516369.1091816,0.254348953962126,5.57407525084846e-07,25,36,11,10,65,54,2,2,13,12
2016-08-24,"MAR-030",36.624573,-15.317267,5.13359785431142,2.00511397082535,1.54535906155463,292.404024301347,296.09322805176,289.263399089307,-0.0576363978596933,7062628.44991073,10036745.9125631,10705826.8922222,13603397.0891001,0.459900609870854,0.000825412870099212,25,36,11,10,65,54,2,2,13,12
2016-08-25,"MAR-030",36.624573,-15.317267,3.88824569377104,2.00488413317587,1.54505765562929,292.268565511206,298.199512886309,287.295929094317,-0.0947639716285995,10027955.5345856,10407029.4838936,13258407.9217494,13616661.2900371,0.512971836072411,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-08-26,"MAR-030",36.624573,-15.317267,3.47806611311236,2.00462990198496,1.54467161220103,293.420686029419,300.290022789687,286.070658345706,-0.10955682948085,10445674.2626768,10464419.0426198,13659064.6334518,13679094.0503258,0.154732475750131,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-08-27,"MAR-030",36.624573,-15.317267,4.35839441894829,2.00442267927981,1.54433972455512,292.358906723233,298.292649284282,286.41774271884,-0.089261550756904,10202141.9994201,10495245.3931912,13492275.8930005,13739412.4638274,0.142783025346009,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-08-28,"MAR-030",36.624573,-15.317267,4.04314505670143,2.00420683632395,1.54402989846738,293.199827882095,299.378179040045,287.219406489532,-0.0839720678044717,8997071.56418903,10417476.4836037,12414751.9624006,13827497.8241802,0.306034110041251,1.02971155422488e-06,25,36,11,10,65,54,2,2,13,12
2016-08-29,"MAR-030",36.624573,-15.317267,2.80152275582266,2.00396698246256,1.54369680004671,294.203004917221,300.176147969463,287.39680790147,-0.101356699940933,8292925.8036104,10445503.831047,11854586.7028825,13895235.9464697,0.385210504631255,0,25,36,11,10,65,54,2,2,13,12
2016-08-30,"MAR-030",36.624573,-15.317267,2.45942946473823,2.00372715312711,1.54335620972429,294.989681751316,300.954058328527,288.12898733093,-0.123814139186156,9260089.58955031,10539393.2315017,12669557.1850518,13949977.3781148,0.155299620038759,6.68880298551611e-07,25,36,11,10,65,54,2,2,13,12
2016-08-31,"MAR-030",36.624573,-15.317267,2.05921951737765,2.00352035652154,1.5430380156306,294.537803856782,300.021964389452,288.724409045794,-0.132658711987258,8874694.50908702,10580801.7998871,12322465.7827965,14011244.4463705,0.36649092823463,3.24922761044816e-06,25,36,11,10,65,54,2,2,13,12
2016-09-01,"MAR-030",36.624573,-15.317267,2.61356123243995,2.00331006993529,1.54269649642662,294.037468107075,300.412072198626,287.174333129844,-0.126772635785413,8844803.07240627,10718142.7118551,12186895.8815864,14063895.4581051,0.410439524107447,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-02,"MAR-030",36.624573,-15.317267,1.12840095624746,2.00309656098066,1.5423575015328,293.979329462475,299.074488007682,288.17911247512,-0.124461856208278,7848973.06016816,10678967.6968855,11407976.5125967,14139859.38077,0.533013901393191,0,25,36,11,10,65,54,2,2,13,12
2016-09-03,"MAR-030",36.624573,-15.317267,1.49110535626274,2.00288748547964,1.54201033453019,294.69338330736,299.598456981925,287.939714454901,-0.129264350023943,8257107.96868753,10706196.7040728,11905537.2715426,14209289.6371599,0.574039033769246,3.05769381045394e-05,25,36,11,10,65,54,2,2,13,12
2016-09-04,"MAR-030",36.624573,-15.317267,1.98043531043463,2.00265167188052,1.54167070134075,295.494460159949,300.584840720604,289.059821054642,-0.14490724862917,7700586.50096898,10774700.8565456,11302935.9971923,14270458.5290464,0.687836662444875,4.67696681834273e-06,25,36,11,10,65,54,2,2,13,12
2016-09-05,"MAR-030",36.624573,-15.317267,2.12152131945902,2.0024359610233,1.54132303015911,295.547591156513,300.479457924437,288.111829214384,-0.140388111784401,7405024.94389086,10741112.3443761,11074606.404468,14346008.7901973,0.448073235367423,1.41963342001859e-06,25,36,11,10,65,54,2,2,13,12
2016-09-06,"MAR-030",36.624573,-15.317267,2.60550207915432,2.00216922035582,1.54096744237318,295.423713974707,300.994080771746,289.34869234909,-0.135341288569142,8606970.94703432,10816676.4919048,12356029.9813529,14400342.8125677,0.227513873417464,0,25,36,11,10,65,54,2,2,13,12
2016-09-07,"MAR-030",36.624573,-15.317267,2.81722571368649,2.00194768365399,1.54068146606481,295.906508071054,302.644216742871,289.679165372938,-0.136690945914973,9425189.56226634,10811404.339432,13190693.0817756,14474078.8754368,0.0753259172223663,0,25,36,11,10,65,54,2,2,13,12
2016-09-08,"MAR-030",36.624573,-15.317267,2.36386996289187,2.00171520030641,1.54031482173203,297.184660877522,303.356559956106,289.243836429946,-0.156744172547479,11006757.1149802,11022369.7271298,14488509.071155,14502975.0692933,0.000577317280352393,0,25,36,11,10,65,54,2,2,13,12
2016-09-09,"MAR-030",36.624573,-15.317267,2.94448298066444,2.0015106444103,1.53996121620173,297.196592985595,303.398130879671,290.670275644761,-0.18834086264915,11231847.1512063,11234879.3896205,14525956.445516,14529384.3524331,0,0,25,36,11,10,65,54,2,2,13,12
2016-09-10,"MAR-030",36.624573,-15.317267,2.27725178050251,2.00124819609461,1.53967742425522,298.116001556666,304.400080979597,290.599775087223,-0.177929800012107,10926176.7915401,11067885.8956556,14474922.4941327,14633661.5946165,0.159760476909852,4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-11,"MAR-030",36.624573,-15.317267,2.81903939047323,2.00102955159221,1.53928138572599,298.23221377231,303.881125916821,291.754206652535,-0.175976270227747,10192367.0382861,11054614.17289,13837844.7372774,14705173.5498146,0.11000183113851,0,25,36,11,10,65,54,2,2,13,12
2016-09-12,"MAR-030",36.624573,-15.317267,3.04987803477452,2.00084803689524,1.53899213101208,296.919521129661,303.481987121171,289.982109279032,-0.15713972513569,10910570.1572032,11195702.1382204,14478777.9342926,14747496.8837074,0.143308206043774,4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-13,"MAR-030",36.624573,-15.317267,1.82754783268342,2.00059288287664,1.53862747110811,297.038181599883,303.657650437983,289.911673782943,-0.171202987839379,11146485.077625,11358931.16201,14585173.8906505,14783888.2507439,0.00103001541208246,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-14,"MAR-030",36.624573,-15.317267,2.70597100699752,2.00039909868485,1.53830595141971,297.288053543376,303.728822949441,289.211157570423,-0.160459113867239,9973144.19056048,11250174.2479667,13617309.5228358,14878285.1285307,0.177859500811296,8.01003185012944e-07,25,36,11,10,65,54,2,2,13,12
2016-09-15,"MAR-030",36.624573,-15.317267,1.46504111490306,2.00085520933871,1.53875150598029,297.03214887857,303.37626225319,289.934860514723,-0.151411647351721,10903370.3188317,11331030.3525857,14522911.929196,14925792.7798209,0.0739334889801067,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-16,"MAR-030",36.624573,-15.317267,2.18098654098876,2.00214841800342,1.5401503550543,297.744263953276,303.817678181937,289.244157445456,-0.177608037253761,11128054.7691087,11377393.096974,14769941.2275342,14987121.4758976,0.0603067665654454,0,25,36,11,10,65,54,2,2,13,12
2016-09-17,"MAR-030",36.624573,-15.317267,3.43152004233521,2.00342494032905,1.54157799169556,298.850370120933,304.195759532948,292.255366831823,-0.205392431413022,11397835.4477897,11459868.5618543,14977546.084446,15037429.8120336,0.0018642007334727,0,25,36,11,10,65,54,2,2,13,12
2016-09-18,"MAR-030",36.624573,-15.317267,2.75164152010242,2.0047082453218,1.54298242802946,297.733472255333,303.969920875086,291.453614644769,-0.197034656296129,11638869.8359605,11622893.2999252,15084762.6838387,15069542.8289259,0.0404529015915646,0,25,36,11,10,65,54,2,2,13,12
2016-09-19,"MAR-030",36.624573,-15.317267,2.68675905618845,2.00595004495538,1.54438446144112,297.264586577775,302.051397191617,291.405339013062,-0.158711822677922,7121325.22667969,11403790.8122015,10969073.169243,15177011.2289076,0.340949089262916,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-20,"MAR-030",36.624573,-15.317267,3.40009443183813,2.00726299545798,1.54579965644024,295.724003242522,299.908090560201,291.070925744383,-0.110969538649665,7093547.02638365,11348159.6337723,11139029.5058673,15242549.9262967,0.43347880711499,8.27562228160605e-05,25,36,11,10,65,54,2,2,13,12
2016-09-21,"MAR-030",36.624573,-15.317267,1.25046644251366,2.00854248728634,1.54718131949773,296.951456366712,301.593257024669,291.352272982636,-0.148046060347484,7805789.53553172,11479814.0539881,11613646.2203775,15282910.1918118,0.742755558268353,5.00600941514169e-05,25,36,11,10,65,54,2,2,13,12
2016-09-22,"MAR-030",36.624573,-15.317267,2.54609213089576,2.00982874594864,1.54859687446949,296.911456943426,301.85040206738,289.463004948217,-0.162080738354266,9264315.3913906,11577919.7236202,13085665.2251537,15337228.2154029,0.255190769027309,1.16988201815521e-06,25,36,11,10,65,54,2,2,13,12
2016-09-23,"MAR-030",36.624573,-15.317267,2.76340497175617,2.01111239306288,1.5499841052282,298.141169751785,304.363138970925,291.078250555481,-0.198402280764955,11501376.7617536,11717046.7241848,15164236.9898524,15377375.3266293,0.0641368979496335,0,25,36,11,10,65,54,2,2,13,12
2016-09-24,"MAR-030",36.624573,-15.317267,2.2311696879153,2.01238811441443,1.55140000061396,298.4326833759,303.806455029992,291.554750765776,-0.198760355926522,9390900.83835625,11675224.9366884,13154338.0367143,15450783.1400974,0.216843676722669,0,25,36,11,10,65,54,2,2,13,12
2016-09-25,"MAR-030",36.624573,-15.317267,2.15238100794549,2.01367059483852,1.55280829093709,299.387998817412,304.914950254965,290.756081676974,-0.220347946761898,10107250.4700838,11746774.6738895,13890983.4334457,15499106.3521585,0.0447509905950692,0,25,36,11,10,65,54,2,2,13,12
2016-09-26,"MAR-030",36.624573,-15.317267,3.08908759009204,2.01496785478666,1.55422449879587,298.260439958558,304.65739293413,290.22348883089,-0.190879499855646,10700934.9671158,11871455.0180215,14372169.9643233,15535781.3278806,0.122096246674703,2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-09-27,"MAR-030",36.624573,-15.317267,2.05029688512292,2.016223698321,1.55559692131344,298.270472957088,304.513910498217,290.748187216835,-0.171470802353874,9635545.22478751,11800312.821937,13512142.1988922,15607759.290739,0.347574250123348,0,25,36,11,10,65,54,2,2,13,12
2016-09-28,"MAR-030",36.624573,-15.317267,3.47214402277043,2.01751839592823,1.55700827862221,298.856612470202,304.114905156026,293.126110727521,-0.193832645416388,11188157.2391314,11852492.5093617,15021021.8890635,15658251.6802222,0.55388760878743,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-09-29,"MAR-030",36.624573,-15.317267,3.13726994353369,2.01879576486483,1.55839654738744,298.516515556511,303.327427347851,293.206441554255,-0.159271962042175,9516228.89573192,11752214.856515,13542064.4221385,15734191.8322677,0.431491258856861,0,25,36,11,10,65,54,2,2,13,12
2016-09-30,"MAR-030",36.624573,-15.317267,1.80324419370204,2.02006383877664,1.55982368388559,298.671609840325,303.812857245616,292.063968345683,-0.173285574527109,9682010.62719546,11766587.0251629,13744268.1626661,15791451.8108434,0.198912507184675,4.48691883686084e-05,25,36,11,10,65,54,2,2,13,12
2016-10-01,"MAR-030",36.624573,-15.317267,2.58801688322934,2.02135468627532,1.56121741697051,299.108404726078,304.645787695196,291.956587208597,-0.200298205821586,10925554.0384234,11947066.3151695,14825366.2100011,15817733.3283689,0.400854022655253,0,25,36,11,10,65,54,2,2,13,12
2016-10-02,"MAR-030",36.624573,-15.317267,2.86380501949686,2.02262822093658,1.56259326085817,299.495459728722,304.828522201183,293.154702529254,-0.198291690356129,11364039.3450628,11947229.5960814,15339690.0019227,15878186.6464834,0.325829480312718,0,25,36,11,10,65,54,2,2,13,12
2016-10-03,"MAR-030",36.624573,-15.317267,2.8837911069535,2.02391649817773,1.56403152918852,296.478574341057,303.394154397284,291.581666650324,-0.112571667739009,9423361.09282346,11762242.9776754,13713597.2039736,15968095.8149329,0.519412611457841,0.000692896627360048,25,36,11,10,65,54,2,2,13,12
2016-10-04,"MAR-030",36.624573,-15.317267,4.38109824443089,2.02520348765126,1.56541455234967,291.915634085654,295.437240100676,290.721932366881,-0.0544096502450154,2879838.64007446,11740781.8644042,7723258.9177361,15993698.9928128,0.908705029018459,0.000446052481999252,25,36,11,10,65,54,2,2,13,12
2016-10-05,"MAR-030",36.624573,-15.317267,3.03693995780135,2.02648918935716,1.56682308063662,295.096357880641,300.903541996047,288.796797022379,-0.135508632966866,12135785.2206369,12220806.4749058,15886777.4264569,15979359.9536112,0.179722429920803,0,25,36,11,10,65,54,2,2,13,12
2016-10-06,"MAR-030",36.624573,-15.317267,1.20599641241773,2.02777360329542,1.56818869301177,296.658844710205,302.677125988618,287.818861146144,-0.146899392275306,10711964.3069599,12158023.2415424,14595864.2999405,16050191.778066,0.246945559234788,0,25,36,11,10,65,54,2,2,13,12
2016-10-07,"MAR-030",36.624573,-15.317267,1.4805557745791,2.02905672946606,1.56962628858599,298.503676927395,305.953918713157,289.934325832858,-0.186755254849485,12291788.230052,12334495.2641265,16028693.0966689,16071560.5570323,0.167453801901332,-2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-08,"MAR-030",36.624573,-15.317267,1.77807134745137,2.03031400481919,1.5710214924518,299.461272608307,306.335890361744,291.782480527165,-0.195487568288034,12129179.4758671,12253206.1797262,16031947.0288252,16138917.3474128,0.0682149960071008,-2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-09,"MAR-030",36.624573,-15.317267,3.52435837691385,2.03161859709517,1.57243607228419,299.573832342097,305.340604500279,292.378794720879,-0.189347977915396,12197504.0039064,12261183.8574153,16120696.5406742,16184456.490623,0.0215896316868346,-2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-10,"MAR-030",36.624573,-15.317267,3.23803134490703,2.03289791103278,1.5738033378326,299.720924018749,305.875946777441,293.32966866705,-0.199240340775646,12320419.5953794,12332877.2447469,16221493.8188699,16222132.5707659,0.207728676137722,2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-11,"MAR-030",36.624573,-15.317267,2.14576052041005,2.03416794826245,1.5752473031687,299.783485630731,305.66228043326,292.917643558249,-0.196981014787209,10318743.5752979,12273278.5009079,14366499.646163,16283043.3707598,0.220855650333928,-2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-12,"MAR-030",36.624573,-15.317267,2.38307623920836,2.03546193710075,1.57662296124901,300.448148735246,306.187417816334,293.661694056901,-0.219782845893575,11298375.9788809,12358225.4158363,15312172.591885,16317236.9242977,0.137432031699042,-4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-10-13,"MAR-030",36.624573,-15.317267,2.72753259884709,2.03673176974053,1.57806010247223,300.581192402885,306.038596053676,293.045906149204,-0.221466314168433,10451451.7576183,12360262.3098592,14494787.3507393,16363436.3633589,0.132645639092773,0,25,36,11,10,65,54,2,2,13,12
2016-10-14,"MAR-030",36.624573,-15.317267,4.02940890024917,2.03800701019717,1.57941803015305,298.648726708456,304.337452939234,292.373206939425,-0.17476349025773,11152132.9474921,12398304.0805701,15192158.2543146,16401220.3664108,0.0956401100717705,0,25,36,11,10,65,54,2,2,13,12
2016-10-15,"MAR-030",36.624573,-15.317267,3.17958635515754,2.04063163492157,1.58221068449278,298.054376248924,303.756905979889,291.264882467224,-0.147302916127413,10700484.7023637,12463404.992294,14763778.4317519,16431295.8837837,0.170799444554652,4.00399724417855e-07,25,36,11,10,65,54,2,2,13,12
2016-10-16,"MAR-030",36.624573,-15.317267,2.23993097785655,2.04477299192495,1.58665897771288,300.131576779542,305.777433105178,290.785710889158,-0.199720190324444,11712782.5700029,12476689.2429768,15727336.9247249,16477201.5711168,0.158939007828117,0,25,36,11,10,65,54,2,2,13,12
2016-10-17,"MAR-030",36.624573,-15.317267,3.48383243662213,2.04894639037517,1.59106705970577,300.759591636665,306.244067427145,294.424610095504,-0.221960172872752,12589933.7442815,12568689.169243,16525083.6223582,16502626.8365556,0.0108571254177285,0,25,36,11,10,65,54,2,2,13,12
2016-10-18,"MAR-030",36.624573,-15.317267,2.61606094290788,2.05311978882538,1.59550794810677,300.628922651962,306.739666398692,294.143766848769,-0.229096101903999,11686471.3851037,12542328.3062884,15598152.3079975,16550069.5395602,0.205205774190103,0,25,36,11,10,65,54,2,2,13,12
2016-10-19,"MAR-030",36.624573,-15.317267,2.90028240926222,2.05725313546705,1.59991375539536,300.020375540013,306.457638257961,292.861942326826,-0.188508894916204,10043524.7560771,12572292.2638671,14117879.8707216,16584174.6515496,0.375197737526641,1.07793153262745e-06,25,36,11,10,65,54,2,2,13,12
2016-10-20,"MAR-030",36.624573,-15.317267,3.09338122335487,2.06144255464069,1.60431058370242,299.912815655316,305.618490435222,292.829707251648,-0.174919540948006,10092697.260922,12492125.6527246,14205330.2762272,16636660.83152,0.289160931642582,3.75362008151262e-07,25,36,11,10,65,54,2,2,13,12
2016-10-21,"MAR-030",36.624573,-15.317267,1.6353745324911,2.06559192200578,1.60872977905544,300.134673515464,306.169401118908,292.807378310951,-0.195583777061536,11148417.899501,12580525.1299956,15160625.4280439,16663924.5268185,0.177031673609734,0,25,36,11,10,65,54,2,2,13,12
2016-10-22,"MAR-030",36.624573,-15.317267,2.72846592892595,2.0697733308177,1.61318180503207,300.936868129555,306.2061763536,293.504594394773,-0.221291404072749,11340502.6475211,12536647.1077472,15466350.2589535,16717017.8107518,0.168107416619617,-2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-23,"MAR-030",36.624573,-15.317267,3.28090855783571,2.07391468782109,1.61759349854878,301.60720574239,306.511680053638,295.422300250178,-0.245569456558453,11909874.5950895,12524924.064273,16144136.5199213,16759220.0590237,0.129692928244803,0,25,36,11,10,65,54,2,2,13,12
2016-10-24,"MAR-030",36.624573,-15.317267,3.47992161767829,2.0780880862713,1.62200666175979,301.407723522832,306.267999873245,295.218358170931,-0.229304039016944,11712106.336899,12529355.7124502,15947594.2807441,16793974.2358812,0.177598817898362,5.31246058462845e-05,25,36,11,10,65,54,2,2,13,12
2016-10-25,"MAR-030",36.624573,-15.317267,3.82831774687711,2.08226148472152,1.62640560768088,300.57454462351,305.951450934369,294.64542499178,-0.21302265019946,11880730.7072772,12643376.6682435,16021707.7690934,16805142.0283521,0.0873491218164894,2.08166817117217e-17,25,36,11,10,65,54,2,2,13,12
2016-10-26,"MAR-030",36.624573,-15.317267,3.16228324820586,2.08644289353344,1.63080601770808,300.564805157765,305.372348280309,294.459020020209,-0.208807259357141,11021959.7230098,12668431.0553767,15216129.2441976,16832742.4558619,0.196659189517749,1.65200903969737e-06,25,36,11,10,65,54,2,2,13,12
2016-10-27,"MAR-030",36.624573,-15.317267,3.87612717645593,2.09058425053682,1.63525496955861,301.038060922893,306.390378881155,294.835379764984,-0.225217624658809,12256241.497383,12716540.0017701,16422661.2521936,16857729.029344,0.0799571717048408,0,25,36,11,10,65,54,2,2,13,12
2016-10-28,"MAR-030",36.624573,-15.317267,2.86546380878699,2.09476565934875,1.63967401154682,300.475571311341,306.523312875884,294.590921838759,-0.183455228346239,11831775.4604245,12611844.4806739,16173104.2912731,16907918.6901256,0.269946693523365,0.00183066949522308,25,36,11,10,65,54,2,2,13,12
2016-10-29,"MAR-030",36.624573,-15.317267,1.22106766556162,2.09892303707555,1.64410437164028,300.302721508811,306.58041786095,294.420035192342,-0.172573764909681,11172461.8058078,12596666.465567,15538470.6209086,16946018.1255856,0.465307554972304,0.000143748761831467,25,36,11,10,65,54,2,2,13,12
2016-10-30,"MAR-030",36.624573,-15.317267,2.24155510207121,2.10309643552576,1.64850819434483,300.682130085979,307.506075205848,293.54340617871,-0.211925452877186,12081900.0283826,12643445.4116247,16439412.7553446,16973549.7296324,0.288718406502576,0.00035106135100829,25,36,11,10,65,54,2,2,13,12
2016-10-31,"MAR-030",36.624573,-15.317267,2.6153212837836,2.10725381325256,1.65292682932645,301.948764648611,307.33062113327,296.164445186788,-0.230239451863059,11602881.5830803,12615220.7133505,15964293.2658661,17006886.1833885,0.202108098210062,0.000155912376910122,25,36,11,10,65,54,2,2,13,12
2016-11-01,"MAR-030",36.624573,-15.317267,1.46102948470214,2.11141920134107,1.65735137661441,301.94671047297,307.996025488381,296.339002220553,-0.223149627943821,12373082.9055285,12727838.2250164,16632485.3356935,17008895.89062,0.217796123072854,0.000335347357199808,25,36,11,10,65,54,2,2,13,12
2016-11-02,"MAR-030",36.624573,-15.317267,2.74332020162629,2.11556856870616,1.66176603559794,301.102885763723,306.595611157808,294.430007002972,-0.197868805178442,10869147.2326919,12695657.1473914,15212494.0172432,17043581.3963652,0.175588380408853,9.89604639864763e-06,25,36,11,10,65,54,2,2,13,12
2016-11-03,"MAR-030",36.624573,-15.317267,2.23843320913214,2.11973395679467,1.66619868498708,298.99365818537,304.496990018108,294.964400237613,-0.118730375356299,9890102.06888133,12599891.845635,14435524.3800833,17076134.0544764,0.33888651519082,0.000994215596173912,25,36,11,10,65,54,2,2,13,12
2016-11-04,"MAR-030",36.624573,-15.317267,1.3057202572502,2.12390735524488,1.67059869018087,298.954494480024,304.668967348601,294.225405725783,-0.114323654896986,10605041.2610441,12553712.5207758,15254136.0758091,17110218.4233287,0.347396222768173,0.00211237871508449,25,36,11,10,65,54,2,2,13,12
2016-11-05,"MAR-030",36.624573,-15.317267,2.37178346475452,2.12806473297168,1.67503093566797,300.150472460335,305.110632357934,294.434556423982,-0.170164081514725,11657052.4261059,12729088.6914379,16045798.8894755,17108731.1755604,0.212129766682435,0.00015228838394736,25,36,11,10,65,54,2,2,13,12
2016-11-06,"MAR-030",36.624573,-15.317267,3.54047501223429,2.13222211069848,1.67945845944391,299.512516723221,304.8623671374,294.4578689683,-0.166815528184372,11282629.0754276,12761388.2871836,15610514.6238994,17126562.0347611,0.148587988748671,0.000203835097050959,25,36,11,10,65,54,2,2,13,12
2016-11-07,"MAR-030",36.624573,-15.317267,3.91738285257366,2.13640351951041,1.68389712684935,299.985576319552,305.746453834417,294.048974189143,-0.196447126244941,12491856.7380709,12808827.067157,16824180.4330643,17146784.6440725,0.0810558548110621,4.16333634234434e-17,25,36,11,10,65,54,2,2,13,12
2016-11-08,"MAR-030",36.624573,-15.317267,1.95911456141939,2.14056890759891,1.68829917049113,299.60565109889,304.703146551791,294.632443861925,-0.176345491687715,9521155.18373949,12785744.1247616,14297410.6436757,17175087.5881159,0.691231898432851,2.47346878838005e-05,25,36,11,10,65,54,2,2,13,12
2016-11-09,"MAR-030",36.624573,-15.317267,1.94356996672672,2.14475031641084,1.6926910040418,300.672475529385,305.971067560755,294.104139021264,-0.191538529673055,10796246.4004395,12753531.4070163,15309515.9038652,17203988.0145881,0.364746260153917,3.60463730188325e-05,25,36,11,10,65,54,2,2,13,12
2016-11-10,"MAR-030",36.624573,-15.317267,2.0168925208783,2.14889167341422,1.69711515643091,301.371951831048,307.407877437763,294.501918712918,-0.210059608261644,12124208.3108052,12827321.4225505,16460270.8312453,17212284.118963,0.12714840868977,1.72536787486788e-05,25,36,11,10,65,54,2,2,13,12
2016-11-11,"MAR-030",36.624573,-15.317267,2.01579567436508,2.15307308222615,1.70155196948822,301.66384228087,307.953015653999,295.308862731998,-0.237547614475624,12888607.7270383,12904171.9443944,17191314.328964,17220372.3642134,0.155662032868936,0,25,36,11,10,65,54,2,2,13,12
2016-11-12,"MAR-030",36.624573,-15.317267,2.71139887733463,2.15725449103807,1.70598232787417,301.458231800866,307.076452495337,293.865984015955,-0.234041120583384,12511584.4995346,12938477.046984,16814996.4364824,17232298.6738285,0.488735954913301,0,25,36,11,10,65,54,2,2,13,12
2016-11-13,"MAR-030",36.624573,-15.317267,3.64439501693791,2.16140385840316,1.71038636712114,301.717944101792,307.972315884447,295.526496393933,-0.245430026780804,12998575.105672,13016655.5016862,17225392.0314956,17236222.6444692,0.129879856967736,0,25,36,11,10,65,54,2,2,13,12
