"date","plot_match","lon","lat","wind_speed_mean","lai_high_mean","lai_low_mean","temp_mean","max_temp","min_temp","vpd_mean","surf_net_sol_sum","surf_net_sol_clear_sum","top_net_sol_sum","top_net_sol_clear_sum","cloud_mean","precip_sum","CLYPPT_M_sl1_1km_ll","CLYPPT_M_sl7_1km_ll","SLTPPT_M_sl1_1km_ll","SLTPPT_M_sl7_1km_ll","SNDPPT_M_sl1_1km_ll","SNDPPT_M_sl7_1km_ll","ORCDRC_M_sl1_1km_ll","ORCDRC_M_sl7_1km_ll","CECSOL_M_sl1_1km_ll","CECSOL_M_sl7_1km_ll"
2018-05-24,"ZIS_1405",23.40056,-13.59615,2.74778016122761,3.56660021984391,1.72409732375759,294.773907514695,300.961501341047,289.249462576196,-0.131664130473239,8029124.09100758,9017662.76068546,11256627.9594098,12238567.7547495,0.402184141323201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-25,"ZIS_1405",23.40056,-13.59615,2.83870181814087,3.55747978893412,1.72208471618714,295.107184258278,301.326760572321,289.722070812457,-0.138055183118714,7484474.47533304,9057210.27024552,10589831.3890101,12184663.2422749,0.328057365500333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-26,"ZIS_1405",23.40056,-13.59615,2.40903678353744,3.54840414706677,1.72005320066113,295.101547311917,300.847542239722,290.496483261832,-0.135929482481058,7389961.36663971,8982969.64424031,10513059.5621748,12144860.7288542,0.427924353633538,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-27,"ZIS_1405",23.40056,-13.59615,2.38416870950432,3.53932360357955,1.71800913809347,295.095076033079,299.97310022807,290.408576498136,-0.127981177738331,6402733.42883738,8909190.25223933,9448656.93925198,12110820.215525,0.521504432881144,2.40102312768671e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-28,"ZIS_1405",23.40056,-13.59615,2.89758084282636,3.53026598005877,1.71600488859442,294.39773629283,299.851264504113,290.152362530048,-0.108845202929943,7315398.50225077,8884649.18743229,10453086.1254025,12066075.1887446,0.254196359086262,2.58877907755688e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-29,"ZIS_1405",23.40056,-13.59615,2.80660150113709,3.52120174058522,1.71397013067565,294.502889642521,300.535988946379,289.599403822698,-0.113735698549997,7660488.49550608,8883716.01971526,10737124.1823204,12022861.5113607,0.209165611218775,4.35282262036332e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-30,"ZIS_1405",23.40056,-13.59615,2.41229295774276,3.51209293388937,1.71194098609501,294.065673405596,301.427935352436,288.921814133421,-0.130816101570228,9029673.41205195,9018239.0507378,11971243.5976989,11962565.3645034,0.0379961240901531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-31,"ZIS_1405",23.40056,-13.59615,2.23161066568686,3.50298016501069,1.70993933976171,294.293198678923,301.639861746211,289.151663536733,-0.139713523545059,8036055.11140952,8952703.46970229,10998535.0706362,11935807.1278898,0.250727368908285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-01,"ZIS_1405",23.40056,-13.59615,2.10255627025607,3.49389691466573,1.70788432806466,293.682645077231,301.998789370521,286.927742369839,-0.127588827751113,9002347.40823707,8943157.16551966,11958306.2359422,11898128.9011643,0.0137615145550079,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-02,"ZIS_1405",23.40056,-13.59615,3.31736129559923,3.48485155163656,1.70588626624559,294.876247257589,301.840831962016,289.205757246707,-0.169826551239415,9087894.23636946,9034514.02816901,11893697.0283674,11840336.019288,0.000757887883458208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-03,"ZIS_1405",23.40056,-13.59615,2.96195843274949,3.47576109935488,1.70385749359012,294.349417441741,301.339674729567,287.853796509845,-0.160888863989034,9040949.64698702,8986810.53392947,11866407.1541361,11812287.1493751,0.0155901098174457,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-04,"ZIS_1405",23.40056,-13.59615,3.25208623525242,3.46670860641458,1.7018275908782,293.155995085342,299.512240888238,288.576550243979,-0.128367743249991,7410864.71512063,8834135.61729205,10344388.8879191,11800570.03293,0.3097586966363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-05,"ZIS_1405",23.40056,-13.59615,3.68536982805871,3.45759634404335,1.6998262782841,291.099965858759,297.333292974174,286.31545911119,-0.117343422346828,9001720.31605451,8948339.6127142,11793951.5053484,11737998.8073185,0.00238810980727267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-06,"ZIS_1405",23.40056,-13.59615,3.91607074637103,3.44852036797112,1.6977659270703,290.027211634914,296.755507337578,285.264343020495,-0.101989405363816,9009187.85613355,8963887.16524499,11737405.2098332,11696861.2835671,0.105746977349834,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-07,"ZIS_1405",23.40056,-13.59615,3.04448859398046,3.43941589646986,1.69575686148174,289.477541208986,296.688095399425,284.571500255149,-0.096842042572115,9044958.27970641,8992058.49877161,11712458.1537851,11659553.2632414,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-08,"ZIS_1405",23.40056,-13.59615,2.75804660580378,3.43034952742976,1.69373944325476,289.366908868127,297.106546358174,283.926563824029,-0.097985674649986,9026598.77521249,8973598.87250698,11688680.715731,11635857.7879236,0,4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-09,"ZIS_1405",23.40056,-13.59615,2.26052117320759,3.4212630135811,1.6916983640051,290.023453655461,297.455466735271,283.658356960454,-0.109958524994648,9010779.79619428,8958177.74470877,11668652.2774175,11616030.8900859,0,4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-10,"ZIS_1405",23.40056,-13.59615,2.11209538943986,3.41217301565042,1.68969728921959,290.134505219013,297.93500661612,283.642801790492,-0.110983846885657,8927095.07966979,8874376.6878977,11664348.4827491,11611853.5992553,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-11,"ZIS_1405",23.40056,-13.59615,2.31158086660433,3.40308788875979,1.68764279163613,290.802194482147,299.200219591328,283.821463704653,-0.108206360244649,8821407.74559382,8769070.32926922,11666201.6203134,11613852.8333511,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-12,"ZIS_1405",23.40056,-13.59615,2.57673175462411,3.39401600603765,1.68562277070907,292.050403257293,299.994980913868,285.763287657048,-0.111001078828935,8703888.97636305,8651462.82941419,11665604.1593701,11612901.7429387,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-13,"ZIS_1405",23.40056,-13.59615,2.48980649374702,3.38491565489608,1.68361643433103,292.651464413335,299.594239078499,287.14394612167,-0.110444656063369,8615652.81027879,8593435.73564464,11623164.7029741,11602677.6128058,0.0317168449483466,2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-14,"ZIS_1405",23.40056,-13.59615,1.68208060863738,3.37586200442405,1.6815719349531,292.162308366144,299.46166381957,285.791376096865,-0.105824192610639,8694435.58951978,8642026.70410328,11628742.3372042,11576134.563777,0.00089522327173587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-15,"ZIS_1405",23.40056,-13.59615,1.20315840819641,3.36830880037896,1.67986083917317,292.463370421513,300.383055478281,285.07413281852,-0.111338637678213,8704235.76762852,8651883.84868692,11612303.1862421,11559908.7038286,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-16,"ZIS_1405",23.40056,-13.59615,1.75525440005584,3.36263107605525,1.67852718659516,293.288289119477,301.364619957097,285.772082009702,-0.137959717453477,8782866.95399264,8730419.0023347,11585767.2019898,11533336.6905834,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-17,"ZIS_1405",23.40056,-13.59615,2.12739369486611,3.35693763354659,1.67721892256707,292.821692507556,300.543979944384,286.049860174514,-0.131442643026546,8743399.1023759,8690821.52076053,11579142.4338883,11526732.1030931,0.0043692999455745,-4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-18,"ZIS_1405",23.40056,-13.59615,2.26206613365477,3.35124538939451,1.67590634166124,293.375952492298,300.930160331764,287.218394035943,-0.130044221511655,8660124.60482505,8605234.23862787,11586909.0081638,11532428.3677537,0.0111572286735945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-19,"ZIS_1405",23.40056,-13.59615,1.84367984964846,3.34552112335425,1.6745727576938,292.418625916324,300.25907734611,286.62362290948,-0.119738965154612,8682637.10802191,8625355.98980666,11574380.651458,11518343.0022737,0.317584270520196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-20,"ZIS_1405",23.40056,-13.59615,2.5580954549791,3.33977253036519,1.67324526547574,292.176032993359,299.686975928248,285.998754041976,-0.12743137535488,8245227.66117834,8622766.06265546,11140458.2411915,11513150.3114461,0.0351057228164945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-21,"ZIS_1405",23.40056,-13.59615,2.69519099527885,3.33413346375153,1.67188812479853,292.881944370763,299.733762482082,287.166141206559,-0.138244176222189,7972701.26794134,8592522.1381594,10875522.3497169,11514333.2952863,0.226126531671066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-22,"ZIS_1405",23.40056,-13.59615,2.01765852422706,3.32838801443051,1.6705888743677,292.993840339197,299.887648431301,287.617642982293,-0.133611390856668,7909735.3055102,8561004.75888483,10836077.817527,11517962.6137671,0.192343297778727,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-23,"ZIS_1405",23.40056,-13.59615,2.02794600200778,3.32270036873891,1.6692923683597,292.692320357633,299.678646084678,286.208215883213,-0.124743457106705,6660573.17809348,8430729.86470938,9653399.73741474,11542628.9655593,0.497566111729968,2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-24,"ZIS_1405",23.40056,-13.59615,2.17874471795832,3.31697386121305,1.66793193313328,293.54654510858,299.939102521881,287.820029197331,-0.135880865652155,6583790.81171318,8474116.82834602,9587861.34277387,11534244.0895427,0.461945381207432,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-25,"ZIS_1405",23.40056,-13.59615,1.68189475365097,3.31133912125648,1.6666136862672,294.169171579295,299.571852232964,288.648983689813,-0.144233638275597,6703254.80963789,8502474.83350373,9605817.764363,11532769.100148,0.578728782954135,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-26,"ZIS_1405",23.40056,-13.59615,1.97328863771615,3.30558860701622,1.66527076443218,293.577595664172,300.190854177684,288.495915468072,-0.132819287162138,6915473.19219325,8497202.27964537,9881181.74647888,11539034.0881083,0.634823930945732,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-27,"ZIS_1405",23.40056,-13.59615,2.51736001832791,3.29986576984542,1.66395653299197,294.101667828091,299.831434520585,289.458560827357,-0.150510496073172,6939447.66270429,8518131.89007065,9774459.78301009,11538018.9771871,0.461619845472256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-28,"ZIS_1405",23.40056,-13.59615,2.61579538887793,3.29420971342285,1.66263466746159,292.771968245925,299.170451408278,287.502449520304,-0.143429694983084,8571187.27969115,8596294.6946424,11488406.3506325,11529055.6957869,0.453155916357662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-29,"ZIS_1405",23.40056,-13.59615,2.35140354740854,3.2885033165555,1.66131399469959,292.506293832344,299.532044998441,287.218485995218,-0.131612970156788,8599653.82888011,8577889.05131766,11554229.1450109,11541012.3935117,0.880165972359982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-30,"ZIS_1405",23.40056,-13.59615,2.6241759689582,3.28280859124649,1.65997693611902,292.24453701217,299.262650439324,286.239890533592,-0.129045826802141,8688637.06724856,8633977.22429921,11592973.7213312,11538523.6389605,0.0978997858585242,-4.16333634234434e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-01,"ZIS_1405",23.40056,-13.59615,2.49351133164535,3.27703367849753,1.65865129762818,292.287133390562,299.655411957585,286.010514658705,-0.132266703628423,8725816.47035845,8644607.45602978,11635268.3722705,11552743.4422352,0.266388689667801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-02,"ZIS_1405",23.40056,-13.59615,1.87493024676961,3.27144981995369,1.65732790341704,293.336373387611,300.548653240692,286.844522794694,-0.149144653945207,7892052.64059329,8543252.72946454,10943701.8027559,11593607.0393847,0.18482291364656,2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-03,"ZIS_1405",23.40056,-13.59615,2.9237912738187,3.26567998593922,1.65601731408048,293.072002853345,300.252778318301,287.576591231499,-0.14905124727657,7619328.73440862,8544823.76036501,10631557.611585,11606961.7346985,0.288849383771026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-04,"ZIS_1405",23.40056,-13.59615,3.74383181893671,3.26002252905383,1.65468177440133,292.463043588697,299.148370147394,289.230997113483,-0.144542225444225,8192281.55683396,8629180.63754139,11109658.5598096,11608354.7242458,0.192776921550974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-05,"ZIS_1405",23.40056,-13.59615,4.04975087068033,3.25428758196213,1.65335880209863,291.947773392894,297.755496507664,287.206228934754,-0.116938308227043,7510739.0838814,8529171.0829048,10553205.6030397,11628928.2773564,0.306830146643676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-06,"ZIS_1405",23.40056,-13.59615,4.09248815923882,3.2486265219352,1.65200728500455,291.939451364409,297.887685007875,287.223710469731,-0.118452717794731,7909327.40402545,8558979.65055773,10952933.7116872,11645166.1984039,0.305012995996928,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-07,"ZIS_1405",23.40056,-13.59615,3.36667966210896,3.24289178672908,1.65068304573471,291.597787207089,297.606343350362,286.19411547963,-0.112406837677624,7437704.20350053,8556909.79018205,10547560.1180474,11667143.2708406,0.265774495292448,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-08,"ZIS_1405",23.40056,-13.59615,2.26238362553117,3.23716042368593,1.6493976630214,292.155859912584,298.080678225957,286.251734239274,-0.118921640607571,7060315.01295531,8576933.61695634,10159874.2149451,11689275.7800803,0.412448689972991,2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-09,"ZIS_1405",23.40056,-13.59615,2.02355158547494,3.23153473380509,1.64804112773157,292.606914294,298.479040091651,287.534148006181,-0.119697291500753,6964260.12665375,8563006.47356294,10070603.6851052,11718078.3231654,0.459238093784811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-10,"ZIS_1405",23.40056,-13.59615,2.57799275769736,3.22576371276566,1.64672360919308,292.993699107287,297.617781960609,288.01880230398,-0.120692518277487,6094824.48720492,8511487.28414692,9235628.42195535,11751187.9755238,0.473994018280866,4.87157630638287e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-11,"ZIS_1405",23.40056,-13.59615,2.90725546744896,3.22009201530622,1.64539637434227,293.095581740793,299.235082889715,288.707551454724,-0.132684030184245,7054820.23408054,8584000.45607557,10138273.4839547,11776415.4799567,0.507932390297001,6.33590288675462e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-12,"ZIS_1405",23.40056,-13.59615,2.65686069962112,3.21438934684903,1.64404597473121,293.296005242737,299.440780570029,288.505944080803,-0.132047621894377,7361638.73907802,8634707.44424946,10402100.5863916,11796231.3753376,0.445681310688254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-13,"ZIS_1405",23.40056,-13.59615,2.13373080545264,3.208710275616,1.64273820060122,293.496434733979,298.926528834501,289.044260292763,-0.140925514636646,6475745.96737522,8667176.15613508,9536856.78531427,11822361.1378695,0.574388730359768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-14,"ZIS_1405",23.40056,-13.59615,2.26688251967966,3.20300194026719,1.64142840432214,293.808352025336,300.680576055939,287.752222583857,-0.150445473472754,7738605.97183099,8732716.88682038,10765503.8994095,11849821.5687364,0.405200433369447,-2.08166817117217e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
