"plot_group","sp_rich","sp_rich_raref","bchave_mean_95_0-0.05","bchave_mean_95_0.05-0.1","bchave_mean_95_0.1-0.15","bchave_mean_95_0.15-0.2","bchave_mean_95_0.2-0.25","bchave_mean_95_0.25-0.3","bchave_mean_95_0.3-0.35","bchave_mean_95_0.35-0.4","bchave_mean_95_0.4-0.45","bchave_mean_95_0.45-0.5","bchave_mean_95_0.5-0.55","bchave_mean_95_0.55-0.6","bchave_mean_95_0.6-0.65","bchave_mean_95_0.65-0.7","bchave_mean_95_0.7-0.75","bchave_mean_95_0.75-0.8","bchave_mean_95_0.8-0.85","bchave_mean_95_0.85-0.9","bchave_mean_95_0.9-0.95","bchave_mean_95_0.95-1"
"ZCC-018",4,4,NA,NA,0.0429005399989842,0.0434319629994357,0.0455053053570946,0.0457799936801674,0.0472616559107093,NA,NA,NA,NA,0.0934476572063144,0.10058037949624,0.101019811935144,0.10234490394247,0.11066536212897,0.159652057167053,NA,NA,NA
"ZCC-019",6,5,0.0523438321949776,0.10641937554467,0.078347712419682,0.176554077345128,0.0916937199778638,NA,NA,0.111609174399725,NA,0.288132396067464,0.150615766750621,NA,NA,NA,NA,0.235126840154867,NA,NA,0.598560431071238,0.303740073290404
"ZCC-020",8,7,NA,0.0850086109436148,0.101471269507564,0.0728855300975531,0.132179774477678,0.0458547652661448,NA,0.104443297619653,0.224910398929067,NA,NA,0.648394594310203,NA,0.366498999008286,0.889553701863882,1.40608383322147,NA,NA,1.14776250570773,2.69575979119961
"ZCC-022",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207385600390117,NA,NA,0.232429690974051,NA,NA,0.234902437795999,NA,NA
"ZCC-024",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZCC-025",3,2,NA,NA,0.17468459807803,NA,NA,0.175938063619625,NA,NA,0.178038886683529,NA,NA,0.272015396521102,NA,NA,0.272870771469361,NA,NA,0.27745936205975,NA,NA
"ZCC-027",2,1,NA,NA,NA,NA,NA,NA,0.0913196195649824,NA,NA,NA,NA,NA,NA,0.0931250666228939,NA,NA,NA,NA,NA,NA
"ZCC-028",3,1,NA,NA,NA,NA,NA,NA,0.0651046186093582,NA,NA,NA,NA,NA,NA,0.0658945131618883,NA,NA,NA,NA,NA,NA
"ZCC-030",6,7,NA,0.0279225996196616,0.0321983842867258,0.0683304127873411,0.0354103136819294,0.0523077469900866,0.0532971761687895,NA,0.113810074910146,0.0578258062179465,NA,NA,0.0613417076864719,0.150409035849952,0.154710000098808,0.37959426319784,0.380633505961931,NA,0.988271492570993,0.500282398621057
"ZCC-031",7,4,NA,NA,0.0896379340159129,NA,NA,NA,NA,NA,0.108517258980716,0.110967352382224,0.114855310744364,0.115330187544996,0.117401356257246,0.124739331454183,0.126850993974816,NA,NA,NA,NA,NA
